# RBMS_CellSdr 0x03:0x05，416B
# 点表来源：BMS2.0 LAN Matrix V1.0.50（docs/BMS2.0 LAN Matrix V1.0.50.xlsx）
# - value(物理值)：工程单位；编码 raw = round((value - offset) / Resolution)
# - 模拟默认值（尽量非零、便于联调）
signal,Byte,Start Bit,Bit Length,Resolution,offset,value(物理值),data_type,unit
RBMS_CellSdrate_113,113,896,8,0.5,0,7,,Uint8,
RBMS_CellSdrate_114,114,904,8,0.5,0,7,,Uint8,
RBMS_CellSdrate_115,115,912,8,0.5,0,7,,Uint8,
RBMS_CellSdrate_116,116,920,8,0.5,0,7,,Uint8,
RBMS_CellSdrate_117,117,928,8,0.5,0,7,,Uint8,
RBMS_CellSdrate_118,118,936,8,0.5,0,7,,Uint8,
RBMS_CellSdrate_119,119,944,8,0.5,0,7,,Uint8,
RBMS_CellSdrate_120,120,952,8,0.5,0,7,,Uint8,
RBMS_CellSdrate_121,121,960,8,0.5,0,7.5,,Uint8,
RBMS_CellSdrate_122,122,968,8,0.5,0,7.5,,Uint8,
RBMS_CellSdrate_123,123,976,8,0.5,0,7.5,,Uint8,
RBMS_CellSdrate_124,124,984,8,0.5,0,7.5,,Uint8,
RBMS_CellSdrate_125,125,992,8,0.5,0,7.5,,Uint8,
RBMS_CellSdrate_126,126,1000,8,0.5,0,7.5,,Uint8,
RBMS_CellSdrate_127,127,1008,8,0.5,0,7.5,,Uint8,
RBMS_CellSdrate_128,128,1016,8,0.5,0,7.5,,Uint8,
RBMS_CellSdrate_129,129,1024,8,0.5,0,8,,Uint8,
RBMS_CellSdrate_130,130,1032,8,0.5,0,8,,Uint8,
RBMS_CellSdrate_131,131,1040,8,0.5,0,8,,Uint8,
RBMS_CellSdrate_132,132,1048,8,0.5,0,8,,Uint8,
RBMS_CellSdrate_133,133,1056,8,0.5,0,8,,Uint8,
RBMS_CellSdrate_134,134,1064,8,0.5,0,8,,Uint8,
RBMS_CellSdrate_135,135,1072,8,0.5,0,8,,Uint8,
RBMS_CellSdrate_136,136,1080,8,0.5,0,8,,Uint8,
RBMS_CellSdrate_137,137,1088,8,0.5,0,8.5,,Uint8,
RBMS_CellSdrate_138,138,1096,8,0.5,0,8.5,,Uint8,
RBMS_CellSdrate_139,139,1104,8,0.5,0,8.5,,Uint8,
RBMS_CellSdrate_140,140,1112,8,0.5,0,8.5,,Uint8,
RBMS_CellSdrate_141,141,1120,8,0.5,0,8.5,,Uint8,
RBMS_CellSdrate_142,142,1128,8,0.5,0,8.5,,Uint8,
RBMS_CellSdrate_143,143,1136,8,0.5,0,8.5,,Uint8,
RBMS_CellSdrate_144,144,1144,8,0.5,0,8.5,,Uint8,
RBMS_CellSdrate_145,145,1152,8,0.5,0,9,,Uint8,
RBMS_CellSdrate_146,146,1160,8,0.5,0,9,,Uint8,
RBMS_CellSdrate_147,147,1168,8,0.5,0,9,,Uint8,
RBMS_CellSdrate_148,148,1176,8,0.5,0,9,,Uint8,
RBMS_CellSdrate_149,149,1184,8,0.5,0,9,,Uint8,
RBMS_CellSdrate_150,150,1192,8,0.5,0,9,,Uint8,
RBMS_CellSdrate_151,151,1200,8,0.5,0,9,,Uint8,
RBMS_CellSdrate_152,152,1208,8,0.5,0,9,,Uint8,
RBMS_CellSdrate_153,153,1216,8,0.5,0,9.5,,Uint8,
RBMS_CellSdrate_154,154,1224,8,0.5,0,9.5,,Uint8,
RBMS_CellSdrate_155,155,1232,8,0.5,0,9.5,,Uint8,
RBMS_CellSdrate_156,156,1240,8,0.5,0,9.5,,Uint8,
RBMS_CellSdrate_157,157,1248,8,0.5,0,9.5,,Uint8,
RBMS_CellSdrate_158,158,1256,8,0.5,0,9.5,,Uint8,
RBMS_CellSdrate_159,159,1264,8,0.5,0,9.5,,Uint8,
RBMS_CellSdrate_160,160,1272,8,0.5,0,9.5,,Uint8,
RBMS_CellSdrate_161,161,1280,8,0.5,0,10,,Uint8,
RBMS_CellSdrate_162,162,1288,8,0.5,0,10,,Uint8,
RBMS_CellSdrate_163,163,1296,8,0.5,0,10,,Uint8,
RBMS_CellSdrate_164,164,1304,8,0.5,0,10,,Uint8,
RBMS_CellSdrate_165,165,1312,8,0.5,0,10,,Uint8,
RBMS_CellSdrate_166,166,1320,8,0.5,0,10,,Uint8,
RBMS_CellSdrate_167,167,1328,8,0.5,0,10,,Uint8,
RBMS_CellSdrate_168,168,1336,8,0.5,0,10,,Uint8,
RBMS_CellSdrate_169,169,1344,8,0.5,0,10.5,,Uint8,
RBMS_CellSdrate_170,170,1352,8,0.5,0,10.5,,Uint8,
RBMS_CellSdrate_171,171,1360,8,0.5,0,10.5,,Uint8,
RBMS_CellSdrate_172,172,1368,8,0.5,0,10.5,,Uint8,
RBMS_CellSdrate_173,173,1376,8,0.5,0,10.5,,Uint8,
RBMS_CellSdrate_174,174,1384,8,0.5,0,10.5,,Uint8,
RBMS_CellSdrate_175,175,1392,8,0.5,0,10.5,,Uint8,
RBMS_CellSdrate_176,176,1400,8,0.5,0,10.5,,Uint8,
RBMS_CellSdrate_177,177,1408,8,0.5,0,11,,Uint8,
RBMS_CellSdrate_178,178,1416,8,0.5,0,11,,Uint8,
RBMS_CellSdrate_179,179,1424,8,0.5,0,11,,Uint8,
RBMS_CellSdrate_180,180,1432,8,0.5,0,11,,Uint8,
RBMS_CellSdrate_181,181,1440,8,0.5,0,11,,Uint8,
RBMS_CellSdrate_182,182,1448,8,0.5,0,11,,Uint8,
RBMS_CellSdrate_183,183,1456,8,0.5,0,11,,Uint8,
RBMS_CellSdrate_184,184,1464,8,0.5,0,11,,Uint8,
RBMS_CellSdrate_185,185,1472,8,0.5,0,11.5,,Uint8,
RBMS_CellSdrate_186,186,1480,8,0.5,0,11.5,,Uint8,
RBMS_CellSdrate_187,187,1488,8,0.5,0,11.5,,Uint8,
RBMS_CellSdrate_188,188,1496,8,0.5,0,11.5,,Uint8,
RBMS_CellSdrate_189,189,1504,8,0.5,0,11.5,,Uint8,
RBMS_CellSdrate_190,190,1512,8,0.5,0,11.5,,Uint8,
RBMS_CellSdrate_191,191,1520,8,0.5,0,11.5,,Uint8,
RBMS_CellSdrate_192,192,1528,8,0.5,0,11.5,,Uint8,
RBMS_CellSdrate_193,193,1536,8,0.5,0,12,,Uint8,
RBMS_CellSdrate_194,194,1544,8,0.5,0,12,,Uint8,
RBMS_CellSdrate_195,195,1552,8,0.5,0,12,,Uint8,
RBMS_CellSdrate_196,196,1560,8,0.5,0,12,,Uint8,
RBMS_CellSdrate_197,197,1568,8,0.5,0,12,,Uint8,
RBMS_CellSdrate_198,198,1576,8,0.5,0,12,,Uint8,
RBMS_CellSdrate_199,199,1584,8,0.5,0,12,,Uint8,
RBMS_CellSdrate_200,200,1592,8,0.5,0,12,,Uint8,
RBMS_CellSdrate_201,201,1600,8,0.5,0,12.5,,Uint8,
RBMS_CellSdrate_202,202,1608,8,0.5,0,12.5,,Uint8,
RBMS_CellSdrate_203,203,1616,8,0.5,0,12.5,,Uint8,
RBMS_CellSdrate_204,204,1624,8,0.5,0,12.5,,Uint8,
RBMS_CellSdrate_205,205,1632,8,0.5,0,12.5,,Uint8,
RBMS_CellSdrate_206,206,1640,8,0.5,0,12.5,,Uint8,
RBMS_CellSdrate_207,207,1648,8,0.5,0,12.5,,Uint8,
RBMS_CellSdrate_208,208,1656,8,0.5,0,12.5,,Uint8,
RBMS_CellSdrate_209,209,1664,8,0.5,0,13,,Uint8,
RBMS_CellSdrate_210,210,1672,8,0.5,0,13,,Uint8,
RBMS_CellSdrate_211,211,1680,8,0.5,0,13,,Uint8,
RBMS_CellSdrate_212,212,1688,8,0.5,0,13,,Uint8,
RBMS_CellSdrate_213,213,1696,8,0.5,0,13,,Uint8,
RBMS_CellSdrate_214,214,1704,8,0.5,0,13,,Uint8,
RBMS_CellSdrate_215,215,1712,8,0.5,0,13,,Uint8,
RBMS_CellSdrate_216,216,1720,8,0.5,0,13,,Uint8,
RBMS_CellSdrate_217,217,1728,8,0.5,0,13.5,,Uint8,
RBMS_CellSdrate_218,218,1736,8,0.5,0,13.5,,Uint8,
RBMS_CellSdrate_219,219,1744,8,0.5,0,13.5,,Uint8,
RBMS_CellSdrate_220,220,1752,8,0.5,0,13.5,,Uint8,
RBMS_CellSdrate_221,221,1760,8,0.5,0,13.5,,Uint8,
RBMS_CellSdrate_222,222,1768,8,0.5,0,13.5,,Uint8,
RBMS_CellSdrate_223,223,1776,8,0.5,0,13.5,,Uint8,
RBMS_CellSdrate_224,224,1784,8,0.5,0,13.5,,Uint8,
RBMS_CellSdrate_225,225,1792,8,0.5,0,14,,Uint8,
RBMS_CellSdrate_226,226,1800,8,0.5,0,14,,Uint8,
RBMS_CellSdrate_227,227,1808,8,0.5,0,14,,Uint8,
RBMS_CellSdrate_228,228,1816,8,0.5,0,14,,Uint8,
RBMS_CellSdrate_229,229,1824,8,0.5,0,14,,Uint8,
RBMS_CellSdrate_230,230,1832,8,0.5,0,14,,Uint8,
RBMS_CellSdrate_231,231,1840,8,0.5,0,14,,Uint8,
RBMS_CellSdrate_232,232,1848,8,0.5,0,14,,Uint8,
RBMS_CellSdrate_233,233,1856,8,0.5,0,14.5,,Uint8,
RBMS_CellSdrate_234,234,1864,8,0.5,0,14.5,,Uint8,
RBMS_CellSdrate_235,235,1872,8,0.5,0,14.5,,Uint8,
RBMS_CellSdrate_236,236,1880,8,0.5,0,14.5,,Uint8,
RBMS_CellSdrate_237,237,1888,8,0.5,0,14.5,,Uint8,
RBMS_CellSdrate_238,238,1896,8,0.5,0,14.5,,Uint8,
RBMS_CellSdrate_239,239,1904,8,0.5,0,14.5,,Uint8,
RBMS_CellSdrate_240,240,1912,8,0.5,0,14.5,,Uint8,
RBMS_CellSdrate_241,241,1920,8,0.5,0,15,,Uint8,
RBMS_CellSdrate_242,242,1928,8,0.5,0,15,,Uint8,
RBMS_CellSdrate_243,243,1936,8,0.5,0,15,,Uint8,
RBMS_CellSdrate_244,244,1944,8,0.5,0,15,,Uint8,
RBMS_CellSdrate_245,245,1952,8,0.5,0,15,,Uint8,
RBMS_CellSdrate_246,246,1960,8,0.5,0,15,,Uint8,
RBMS_CellSdrate_247,247,1968,8,0.5,0,15,,Uint8,
RBMS_CellSdrate_248,248,1976,8,0.5,0,15,,Uint8,
RBMS_CellSdrate_249,249,1984,8,0.5,0,15.5,,Uint8,
RBMS_CellSdrate_250,250,1992,8,0.5,0,15.5,,Uint8,
RBMS_CellSdrate_251,251,2000,8,0.5,0,15.5,,Uint8,
RBMS_CellSdrate_252,252,2008,8,0.5,0,15.5,,Uint8,
RBMS_CellSdrate_253,253,2016,8,0.5,0,15.5,,Uint8,
RBMS_CellSdrate_254,254,2024,8,0.5,0,15.5,,Uint8,
RBMS_CellSdrate_255,255,2032,8,0.5,0,15.5,,Uint8,
RBMS_CellSdrate_256,256,2040,8,0.5,0,15.5,,Uint8,
RBMS_CellSdrate_257,257,2048,8,0.5,0,16,,Uint8,
RBMS_CellSdrate_258,258,2056,8,0.5,0,16,,Uint8,
RBMS_CellSdrate_259,259,2064,8,0.5,0,16,,Uint8,
RBMS_CellSdrate_260,260,2072,8,0.5,0,16,,Uint8,
RBMS_CellSdrate_261,261,2080,8,0.5,0,16,,Uint8,
RBMS_CellSdrate_262,262,2088,8,0.5,0,16,,Uint8,
RBMS_CellSdrate_263,263,2096,8,0.5,0,16,,Uint8,
RBMS_CellSdrate_264,264,2104,8,0.5,0,16,,Uint8,
RBMS_CellSdrate_265,265,2112,8,0.5,0,16.5,,Uint8,
RBMS_CellSdrate_266,266,2120,8,0.5,0,16.5,,Uint8,
RBMS_CellSdrate_267,267,2128,8,0.5,0,16.5,,Uint8,
RBMS_CellSdrate_268,268,2136,8,0.5,0,16.5,,Uint8,
RBMS_CellSdrate_269,269,2144,8,0.5,0,16.5,,Uint8,
RBMS_CellSdrate_270,270,2152,8,0.5,0,16.5,,Uint8,
RBMS_CellSdrate_271,271,2160,8,0.5,0,16.5,,Uint8,
RBMS_CellSdrate_272,272,2168,8,0.5,0,16.5,,Uint8,
RBMS_CellSdrate_273,273,2176,8,0.5,0,17,,Uint8,
RBMS_CellSdrate_274,274,2184,8,0.5,0,17,,Uint8,
RBMS_CellSdrate_275,275,2192,8,0.5,0,17,,Uint8,
RBMS_CellSdrate_276,276,2200,8,0.5,0,17,,Uint8,
RBMS_CellSdrate_277,277,2208,8,0.5,0,17,,Uint8,
RBMS_CellSdrate_278,278,2216,8,0.5,0,17,,Uint8,
RBMS_CellSdrate_279,279,2224,8,0.5,0,17,,Uint8,
RBMS_CellSdrate_280,280,2232,8,0.5,0,17,,Uint8,
RBMS_CellSdrate_281,281,2240,8,0.5,0,17.5,,Uint8,
RBMS_CellSdrate_282,282,2248,8,0.5,0,17.5,,Uint8,
RBMS_CellSdrate_283,283,2256,8,0.5,0,17.5,,Uint8,
RBMS_CellSdrate_284,284,2264,8,0.5,0,17.5,,Uint8,
RBMS_CellSdrate_285,285,2272,8,0.5,0,17.5,,Uint8,
RBMS_CellSdrate_286,286,2280,8,0.5,0,17.5,,Uint8,
RBMS_CellSdrate_287,287,2288,8,0.5,0,17.5,,Uint8,
RBMS_CellSdrate_288,288,2296,8,0.5,0,17.5,,Uint8,
RBMS_CellSdrate_289,289,2304,8,0.5,0,18,,Uint8,
RBMS_CellSdrate_290,290,2312,8,0.5,0,18,,Uint8,
RBMS_CellSdrate_291,291,2320,8,0.5,0,18,,Uint8,
RBMS_CellSdrate_292,292,2328,8,0.5,0,18,,Uint8,
RBMS_CellSdrate_293,293,2336,8,0.5,0,18,,Uint8,
RBMS_CellSdrate_294,294,2344,8,0.5,0,18,,Uint8,
RBMS_CellSdrate_295,295,2352,8,0.5,0,18,,Uint8,
RBMS_CellSdrate_296,296,2360,8,0.5,0,18,,Uint8,
RBMS_CellSdrate_297,297,2368,8,0.5,0,18.5,,Uint8,
RBMS_CellSdrate_298,298,2376,8,0.5,0,18.5,,Uint8,
RBMS_CellSdrate_299,299,2384,8,0.5,0,18.5,,Uint8,
RBMS_CellSdrate_300,300,2392,8,0.5,0,18.5,,Uint8,
RBMS_CellSdrate_301,301,2400,8,0.5,0,18.5,,Uint8,
RBMS_CellSdrate_302,302,2408,8,0.5,0,18.5,,Uint8,
RBMS_CellSdrate_303,303,2416,8,0.5,0,18.5,,Uint8,
RBMS_CellSdrate_304,304,2424,8,0.5,0,18.5,,Uint8,
RBMS_CellSdrate_305,305,2432,8,0.5,0,19,,Uint8,
RBMS_CellSdrate_306,306,2440,8,0.5,0,19,,Uint8,
RBMS_CellSdrate_307,307,2448,8,0.5,0,19,,Uint8,
RBMS_CellSdrate_308,308,2456,8,0.5,0,19,,Uint8,
RBMS_CellSdrate_309,309,2464,8,0.5,0,19,,Uint8,
RBMS_CellSdrate_310,310,2472,8,0.5,0,19,,Uint8,
RBMS_CellSdrate_311,311,2480,8,0.5,0,19,,Uint8,
RBMS_CellSdrate_312,312,2488,8,0.5,0,19,,Uint8,
RBMS_CellSdrate_313,313,2496,8,0.5,0,19.5,,Uint8,
RBMS_CellSdrate_314,314,2504,8,0.5,0,19.5,,Uint8,
RBMS_CellSdrate_315,315,2512,8,0.5,0,19.5,,Uint8,
RBMS_CellSdrate_316,316,2520,8,0.5,0,19.5,,Uint8,
RBMS_CellSdrate_317,317,2528,8,0.5,0,19.5,,Uint8,
RBMS_CellSdrate_318,318,2536,8,0.5,0,19.5,,Uint8,
RBMS_CellSdrate_319,319,2544,8,0.5,0,19.5,,Uint8,
RBMS_CellSdrate_320,320,2552,8,0.5,0,19.5,,Uint8,
RBMS_CellSdrate_321,321,2560,8,0.5,0,20,,Uint8,
RBMS_CellSdrate_322,322,2568,8,0.5,0,20,,Uint8,
RBMS_CellSdrate_323,323,2576,8,0.5,0,20,,Uint8,
RBMS_CellSdrate_324,324,2584,8,0.5,0,20,,Uint8,
RBMS_CellSdrate_325,325,2592,8,0.5,0,20,,Uint8,
RBMS_CellSdrate_326,326,2600,8,0.5,0,20,,Uint8,
RBMS_CellSdrate_327,327,2608,8,0.5,0,20,,Uint8,
RBMS_CellSdrate_328,328,2616,8,0.5,0,20,,Uint8,
RBMS_CellSdrate_329,329,2624,8,0.5,0,20.5,,Uint8,
RBMS_CellSdrate_330,330,2632,8,0.5,0,20.5,,Uint8,
RBMS_CellSdrate_331,331,2640,8,0.5,0,20.5,,Uint8,
RBMS_CellSdrate_332,332,2648,8,0.5,0,20.5,,Uint8,
RBMS_CellSdrate_333,333,2656,8,0.5,0,20.5,,Uint8,
RBMS_CellSdrate_334,334,2664,8,0.5,0,20.5,,Uint8,
RBMS_CellSdrate_335,335,2672,8,0.5,0,20.5,,Uint8,
RBMS_CellSdrate_336,336,2680,8,0.5,0,20.5,,Uint8,
RBMS_CellSdrate_337,337,2688,8,0.5,0,21,,Uint8,
RBMS_CellSdrate_338,338,2696,8,0.5,0,21,,Uint8,
RBMS_CellSdrate_339,339,2704,8,0.5,0,21,,Uint8,
RBMS_CellSdrate_340,340,2712,8,0.5,0,21,,Uint8,
RBMS_CellSdrate_341,341,2720,8,0.5,0,21,,Uint8,
RBMS_CellSdrate_342,342,2728,8,0.5,0,21,,Uint8,
RBMS_CellSdrate_343,343,2736,8,0.5,0,21,,Uint8,
RBMS_CellSdrate_344,344,2744,8,0.5,0,21,,Uint8,
RBMS_CellSdrate_345,345,2752,8,0.5,0,21.5,,Uint8,
RBMS_CellSdrate_346,346,2760,8,0.5,0,21.5,,Uint8,
RBMS_CellSdrate_347,347,2768,8,0.5,0,21.5,,Uint8,
RBMS_CellSdrate_348,348,2776,8,0.5,0,21.5,,Uint8,
RBMS_CellSdrate_349,349,2784,8,0.5,0,21.5,,Uint8,
RBMS_CellSdrate_350,350,2792,8,0.5,0,21.5,,Uint8,
RBMS_CellSdrate_351,351,2800,8,0.5,0,21.5,,Uint8,
RBMS_CellSdrate_352,352,2808,8,0.5,0,21.5,,Uint8,
RBMS_CellSdrate_353,353,2816,8,0.5,0,22,,Uint8,
RBMS_CellSdrate_354,354,2824,8,0.5,0,22,,Uint8,
RBMS_CellSdrate_355,355,2832,8,0.5,0,22,,Uint8,
RBMS_CellSdrate_356,356,2840,8,0.5,0,22,,Uint8,
RBMS_CellSdrate_357,357,2848,8,0.5,0,22,,Uint8,
RBMS_CellSdrate_358,358,2856,8,0.5,0,22,,Uint8,
RBMS_CellSdrate_359,359,2864,8,0.5,0,22,,Uint8,
RBMS_CellSdrate_360,360,2872,8,0.5,0,22,,Uint8,
RBMS_CellSdrate_361,361,2880,8,0.5,0,22.5,,Uint8,
RBMS_CellSdrate_362,362,2888,8,0.5,0,22.5,,Uint8,
RBMS_CellSdrate_363,363,2896,8,0.5,0,22.5,,Uint8,
RBMS_CellSdrate_364,364,2904,8,0.5,0,22.5,,Uint8,
RBMS_CellSdrate_365,365,2912,8,0.5,0,22.5,,Uint8,
RBMS_CellSdrate_366,366,2920,8,0.5,0,22.5,,Uint8,
RBMS_CellSdrate_367,367,2928,8,0.5,0,22.5,,Uint8,
RBMS_CellSdrate_368,368,2936,8,0.5,0,22.5,,Uint8,
RBMS_CellSdrate_369,369,2944,8,0.5,0,23,,Uint8,
RBMS_CellSdrate_370,370,2952,8,0.5,0,23,,Uint8,
RBMS_CellSdrate_371,371,2960,8,0.5,0,23,,Uint8,
RBMS_CellSdrate_372,372,2968,8,0.5,0,23,,Uint8,
