# RBMS_Temp 0x03:0x03，1188B
# 点表来源：BMS2.0 LAN Matrix V1.0.50（docs/BMS2.0 LAN Matrix V1.0.50.xlsx）
# - value(物理值)：工程单位；编码 raw = round((value - offset) / Resolution)
# - 模拟默认值（尽量非零、便于联调）
signal,Byte,Start Bit,Bit Length,Resolution,offset,value(物理值),data_type,unit
RBMS_ModTmp_54,107,848,16,0.1,-40,30.3,,Int16,
RBMS_ModTmp_55,109,864,16,0.1,-40,30.4,,Int16,
RBMS_ModTmp_56,111,880,16,0.1,-40,30.5,,Int16,
RBMS_ModTmp_57,113,896,16,0.1,-40,30.6,,Int16,
RBMS_ModTmp_58,115,912,16,0.1,-40,30.7,,Int16,
RBMS_ModTmp_59,117,928,16,0.1,-40,30.8,,Int16,
RBMS_ModTmp_60,119,944,16,0.1,-40,30.9,,Int16,
RBMS_ModTmp_61,121,960,16,0.1,-40,31,,Int16,
RBMS_ModTmp_62,123,976,16,0.1,-40,31.1,,Int16,
RBMS_ModTmp_63,125,992,16,0.1,-40,31.2,,Int16,
RBMS_ModTmp_64,127,1008,16,0.1,-40,31.3,,Int16,
RBMS_ModTmp_65,129,1024,16,0.1,-40,31.4,,Int16,
RBMS_ModTmp_66,131,1040,16,0.1,-40,31.5,,Int16,
RBMS_ModTmp_67,133,1056,16,0.1,-40,31.6,,Int16,
RBMS_ModTmp_68,135,1072,16,0.1,-40,31.7,,Int16,
RBMS_ModTmp_69,137,1088,16,0.1,-40,31.8,,Int16,
RBMS_ModTmp_70,139,1104,16,0.1,-40,31.9,,Int16,
RBMS_ModTmp_71,141,1120,16,0.1,-40,32,,Int16,
RBMS_ModTmp_72,143,1136,16,0.1,-40,32.1,,Int16,
RBMS_ModTmp_73,145,1152,16,0.1,-40,32.2,,Int16,
RBMS_ModTmp_74,147,1168,16,0.1,-40,32.3,,Int16,
RBMS_ModTmp_75,149,1184,16,0.1,-40,32.4,,Int16,
RBMS_ModTmp_76,151,1200,16,0.1,-40,32.5,,Int16,
RBMS_ModTmp_77,153,1216,16,0.1,-40,32.6,,Int16,
RBMS_ModTmp_78,155,1232,16,0.1,-40,32.7,,Int16,
RBMS_ModTmp_79,157,1248,16,0.1,-40,32.8,,Int16,
RBMS_ModTmp_80,159,1264,16,0.1,-40,32.9,,Int16,
RBMS_ModTmp_81,161,1280,16,0.1,-40,33,,Int16,
RBMS_ModTmp_82,163,1296,16,0.1,-40,33.1,,Int16,
RBMS_ModTmp_83,165,1312,16,0.1,-40,33.2,,Int16,
RBMS_ModTmp_84,167,1328,16,0.1,-40,33.3,,Int16,
RBMS_ModTmp_85,169,1344,16,0.1,-40,33.4,,Int16,
RBMS_ModTmp_86,171,1360,16,0.1,-40,33.5,,Int16,
RBMS_ModTmp_87,173,1376,16,0.1,-40,33.6,,Int16,
RBMS_ModTmp_88,175,1392,16,0.1,-40,33.7,,Int16,
RBMS_ModTmp_89,177,1408,16,0.1,-40,33.8,,Int16,
RBMS_ModTmp_90,179,1424,16,0.1,-40,33.9,,Int16,
RBMS_ModTmp_91,181,1440,16,0.1,-40,34,,Int16,
RBMS_ModTmp_92,183,1456,16,0.1,-40,34.1,,Int16,
RBMS_ModTmp_93,185,1472,16,0.1,-40,34.2,,Int16,
RBMS_ModTmp_94,187,1488,16,0.1,-40,34.3,,Int16,
RBMS_ModTmp_95,189,1504,16,0.1,-40,34.4,,Int16,
RBMS_ModTmp_96,191,1520,16,0.1,-40,34.5,,Int16,
RBMS_ModTmp_97,193,1536,16,0.1,-40,34.6,,Int16,
RBMS_ModTmp_98,195,1552,16,0.1,-40,34.7,,Int16,
RBMS_ModTmp_99,197,1568,16,0.1,-40,34.8,,Int16,
RBMS_ModTmp_100,199,1584,16,0.1,-40,34.9,,Int16,
RBMS_ModTmp_101,201,1600,16,0.1,-40,35,,Int16,
RBMS_ModTmp_102,203,1616,16,0.1,-40,35.1,,Int16,
RBMS_ModTmp_103,205,1632,16,0.1,-40,35.2,,Int16,
RBMS_ModTmp_104,207,1648,16,0.1,-40,35.3,,Int16,
RBMS_ModTmp_105,209,1664,16,0.1,-40,35.4,,Int16,
RBMS_ModTmp_106,211,1680,16,0.1,-40,35.5,,Int16,
RBMS_ModTmp_107,213,1696,16,0.1,-40,35.6,,Int16,
RBMS_ModTmp_108,215,1712,16,0.1,-40,35.7,,Int16,
RBMS_ModTmp_109,217,1728,16,0.1,-40,35.8,,Int16,
RBMS_ModTmp_110,219,1744,16,0.1,-40,35.9,,Int16,
RBMS_ModTmp_111,221,1760,16,0.1,-40,36,,Int16,
RBMS_ModTmp_112,223,1776,16,0.1,-40,36.1,,Int16,
RBMS_ModTmp_113,225,1792,16,0.1,-40,36.2,,Int16,
RBMS_ModTmp_114,227,1808,16,0.1,-40,36.3,,Int16,
RBMS_ModTmp_115,229,1824,16,0.1,-40,36.4,,Int16,
RBMS_ModTmp_116,231,1840,16,0.1,-40,36.5,,Int16,
RBMS_ModTmp_117,233,1856,16,0.1,-40,36.6,,Int16,
RBMS_ModTmp_118,235,1872,16,0.1,-40,36.7,,Int16,
RBMS_ModTmp_119,237,1888,16,0.1,-40,36.8,,Int16,
RBMS_ModTmp_120,239,1904,16,0.1,-40,36.9,,Int16,
RBMS_ModTmp_121,241,1920,16,0.1,-40,37,,Int16,
RBMS_ModTmp_122,243,1936,16,0.1,-40,37.1,,Int16,
RBMS_ModTmp_123,245,1952,16,0.1,-40,37.2,,Int16,
RBMS_ModTmp_124,247,1968,16,0.1,-40,37.3,,Int16,
RBMS_ModTmp_125,249,1984,16,0.1,-40,37.4,,Int16,
RBMS_ModTmp_126,251,2000,16,0.1,-40,37.5,,Int16,
RBMS_ModTmp_127,253,2016,16,0.1,-40,37.6,,Int16,
RBMS_ModTmp_128,255,2032,16,0.1,-40,37.7,,Int16,
RBMS_ModTmp_129,257,2048,16,0.1,-40,37.8,,Int16,
RBMS_ModTmp_130,259,2064,16,0.1,-40,37.9,,Int16,
RBMS_ModTmp_131,261,2080,16,0.1,-40,38,,Int16,
RBMS_ModTmp_132,263,2096,16,0.1,-40,38.1,,Int16,
RBMS_ModTmp_133,265,2112,16,0.1,-40,38.2,,Int16,
RBMS_ModTmp_134,267,2128,16,0.1,-40,38.3,,Int16,
RBMS_ModTmp_135,269,2144,16,0.1,-40,38.4,,Int16,
RBMS_ModTmp_136,271,2160,16,0.1,-40,38.5,,Int16,
RBMS_ModTmp_137,273,2176,16,0.1,-40,38.6,,Int16,
RBMS_ModTmp_138,275,2192,16,0.1,-40,38.7,,Int16,
RBMS_ModTmp_139,277,2208,16,0.1,-40,38.8,,Int16,
RBMS_ModTmp_140,279,2224,16,0.1,-40,38.9,,Int16,
RBMS_ModTmp_141,281,2240,16,0.1,-40,39,,Int16,
RBMS_ModTmp_142,283,2256,16,0.1,-40,39.1,,Int16,
RBMS_ModTmp_143,285,2272,16,0.1,-40,39.2,,Int16,
RBMS_ModTmp_144,287,2288,16,0.1,-40,39.3,,Int16,
RBMS_ModTmp_145,289,2304,16,0.1,-40,39.4,,Int16,
RBMS_ModTmp_146,291,2320,16,0.1,-40,39.5,,Int16,
RBMS_ModTmp_147,293,2336,16,0.1,-40,39.6,,Int16,
RBMS_ModTmp_148,295,2352,16,0.1,-40,39.7,,Int16,
RBMS_ModTmp_149,297,2368,16,0.1,-40,39.8,,Int16,
RBMS_ModTmp_150,299,2384,16,0.1,-40,39.9,,Int16,
RBMS_ModTmp_151,301,2400,16,0.1,-40,40,,Int16,
RBMS_ModTmp_152,303,2416,16,0.1,-40,40.1,,Int16,
RBMS_ModTmp_153,305,2432,16,0.1,-40,40.2,,Int16,
RBMS_ModTmp_154,307,2448,16,0.1,-40,40.3,,Int16,
RBMS_ModTmp_155,309,2464,16,0.1,-40,40.4,,Int16,
RBMS_ModTmp_156,311,2480,16,0.1,-40,40.5,,Int16,
RBMS_ModTmp_157,313,2496,16,0.1,-40,40.6,,Int16,
RBMS_ModTmp_158,315,2512,16,0.1,-40,40.7,,Int16,
RBMS_ModTmp_159,317,2528,16,0.1,-40,40.8,,Int16,
RBMS_ModTmp_160,319,2544,16,0.1,-40,40.9,,Int16,
RBMS_ModTmp_161,321,2560,16,0.1,-40,41,,Int16,
RBMS_ModTmp_162,323,2576,16,0.1,-40,41.1,,Int16,
RBMS_ModTmp_163,325,2592,16,0.1,-40,41.2,,Int16,
RBMS_ModTmp_164,327,2608,16,0.1,-40,41.3,,Int16,
RBMS_ModTmp_165,329,2624,16,0.1,-40,41.4,,Int16,
RBMS_ModTmp_166,331,2640,16,0.1,-40,41.5,,Int16,
RBMS_ModTmp_167,333,2656,16,0.1,-40,41.6,,Int16,
RBMS_ModTmp_168,335,2672,16,0.1,-40,41.7,,Int16,
RBMS_ModTmp_169,337,2688,16,0.1,-40,41.8,,Int16,
RBMS_ModTmp_170,339,2704,16,0.1,-40,41.9,,Int16,
RBMS_ModTmp_171,341,2720,16,0.1,-40,42,,Int16,
RBMS_ModTmp_172,343,2736,16,0.1,-40,42.1,,Int16,
RBMS_ModTmp_173,345,2752,16,0.1,-40,42.2,,Int16,
RBMS_ModTmp_174,347,2768,16,0.1,-40,42.3,,Int16,
RBMS_ModTmp_175,349,2784,16,0.1,-40,42.4,,Int16,
RBMS_ModTmp_176,351,2800,16,0.1,-40,42.5,,Int16,
RBMS_ModTmp_177,353,2816,16,0.1,-40,42.6,,Int16,
RBMS_ModTmp_178,355,2832,16,0.1,-40,42.7,,Int16,
RBMS_ModTmp_179,357,2848,16,0.1,-40,42.8,,Int16,
RBMS_ModTmp_180,359,2864,16,0.1,-40,42.9,,Int16,
RBMS_ModTmp_181,361,2880,16,0.1,-40,43,,Int16,
RBMS_ModTmp_182,363,2896,16,0.1,-40,43.1,,Int16,
RBMS_ModTmp_183,365,2912,16,0.1,-40,43.2,,Int16,
RBMS_ModTmp_184,367,2928,16,0.1,-40,43.3,,Int16,
RBMS_ModTmp_185,369,2944,16,0.1,-40,43.4,,Int16,
RBMS_ModTmp_186,371,2960,16,0.1,-40,43.5,,Int16,
RBMS_ModTmp_187,373,2976,16,0.1,-40,43.6,,Int16,
RBMS_ModTmp_188,375,2992,16,0.1,-40,43.7,,Int16,
RBMS_ModTmp_189,377,3008,16,0.1,-40,43.8,,Int16,
RBMS_ModTmp_190,379,3024,16,0.1,-40,43.9,,Int16,
RBMS_ModTmp_191,381,3040,16,0.1,-40,44,,Int16,
RBMS_ModTmp_192,383,3056,16,0.1,-40,44.1,,Int16,
RBMS_ModTmp_193,385,3072,16,0.1,-40,44.2,,Int16,
RBMS_ModTmp_194,387,3088,16,0.1,-40,44.3,,Int16,
RBMS_ModTmp_195,389,3104,16,0.1,-40,44.4,,Int16,
RBMS_ModTmp_196,391,3120,16,0.1,-40,44.5,,Int16,
RBMS_ModTmp_197,393,3136,16,0.1,-40,44.6,,Int16,
RBMS_ModTmp_198,395,3152,16,0.1,-40,44.7,,Int16,
RBMS_ModTmp_199,397,3168,16,0.1,-40,44.8,,Int16,
RBMS_ModTmp_200,399,3184,16,0.1,-40,44.9,,Int16,
RBMS_ModTmp_201,401,3200,16,0.1,-40,45,,Int16,
RBMS_ModTmp_202,403,3216,16,0.1,-40,45.1,,Int16,
RBMS_ModTmp_203,405,3232,16,0.1,-40,45.2,,Int16,
RBMS_ModTmp_204,407,3248,16,0.1,-40,45.3,,Int16,
RBMS_ModTmp_205,409,3264,16,0.1,-40,45.4,,Int16,
RBMS_ModTmp_206,411,3280,16,0.1,-40,45.5,,Int16,
RBMS_ModTmp_207,413,3296,16,0.1,-40,45.6,,Int16,
RBMS_ModTmp_208,415,3312,16,0.1,-40,45.7,,Int16,
RBMS_ModTmp_209,417,3328,16,0.1,-40,45.8,,Int16,
RBMS_ModTmp_210,419,3344,16,0.1,-40,45.9,,Int16,
RBMS_ModTmp_211,421,3360,16,0.1,-40,46,,Int16,
RBMS_ModTmp_212,423,3376,16,0.1,-40,46.1,,Int16,
RBMS_ModTmp_213,425,3392,16,0.1,-40,46.2,,Int16,
RBMS_ModTmp_214,427,3408,16,0.1,-40,46.3,,Int16,
RBMS_ModTmp_215,429,3424,16,0.1,-40,46.4,,Int16,
RBMS_ModTmp_216,431,3440,16,0.1,-40,46.5,,Int16,
RBMS_ModTmp_217,433,3456,16,0.1,-40,46.6,,Int16,
RBMS_ModTmp_218,435,3472,16,0.1,-40,46.7,,Int16,
RBMS_ModTmp_219,437,3488,16,0.1,-40,46.8,,Int16,
RBMS_ModTmp_220,439,3504,16,0.1,-40,46.9,,Int16,
RBMS_ModTmp_221,441,3520,16,0.1,-40,47,,Int16,
RBMS_ModTmp_222,443,3536,16,0.1,-40,47.1,,Int16,
RBMS_ModTmp_223,445,3552,16,0.1,-40,47.2,,Int16,
RBMS_ModTmp_224,447,3568,16,0.1,-40,47.3,,Int16,
RBMS_ModTmp_225,449,3584,16,0.1,-40,47.4,,Int16,
RBMS_ModTmp_226,451,3600,16,0.1,-40,47.5,,Int16,
RBMS_ModTmp_227,453,3616,16,0.1,-40,47.6,,Int16,
RBMS_ModTmp_228,455,3632,16,0.1,-40,47.7,,Int16,
RBMS_ModTmp_229,457,3648,16,0.1,-40,47.8,,Int16,
RBMS_ModTmp_230,459,3664,16,0.1,-40,47.9,,Int16,
RBMS_ModTmp_231,461,3680,16,0.1,-40,48,,Int16,
RBMS_ModTmp_232,463,3696,16,0.1,-40,48.1,,Int16,
RBMS_ModTmp_233,465,3712,16,0.1,-40,48.2,,Int16,
RBMS_ModTmp_234,467,3728,16,0.1,-40,48.3,,Int16,
RBMS_ModTmp_235,469,3744,16,0.1,-40,48.4,,Int16,
RBMS_ModTmp_236,471,3760,16,0.1,-40,48.5,,Int16,
RBMS_ModTmp_237,473,3776,16,0.1,-40,48.6,,Int16,
RBMS_ModTmp_238,475,3792,16,0.1,-40,48.7,,Int16,
RBMS_ModTmp_239,477,3808,16,0.1,-40,48.8,,Int16,
RBMS_ModTmp_240,479,3824,16,0.1,-40,48.9,,Int16,
RBMS_ModTmp_241,481,3840,16,0.1,-40,49,,Int16,
RBMS_ModTmp_242,483,3856,16,0.1,-40,49.1,,Int16,
RBMS_ModTmp_243,485,3872,16,0.1,-40,49.2,,Int16,
RBMS_ModTmp_244,487,3888,16,0.1,-40,49.3,,Int16,
RBMS_ModTmp_245,489,3904,16,0.1,-40,49.4,,Int16,
RBMS_ModTmp_246,491,3920,16,0.1,-40,49.5,,Int16,
RBMS_ModTmp_247,493,3936,16,0.1,-40,49.6,,Int16,
RBMS_ModTmp_248,495,3952,16,0.1,-40,49.7,,Int16,
RBMS_ModTmp_249,497,3968,16,0.1,-40,49.8,,Int16,
RBMS_ModTmp_250,499,3984,16,0.1,-40,49.9,,Int16,
RBMS_ModTmp_251,501,4000,16,0.1,-40,50,,Int16,
RBMS_ModTmp_252,503,4016,16,0.1,-40,50.1,,Int16,
RBMS_ModTmp_253,505,4032,16,0.1,-40,50.2,,Int16,
RBMS_ModTmp_254,507,4048,16,0.1,-40,50.3,,Int16,
RBMS_ModTmp_255,509,4064,16,0.1,-40,50.4,,Int16,
RBMS_ModTmp_256,511,4080,16,0.1,-40,50.5,,Int16,
RBMS_ModTmp_257,513,4096,16,0.1,-40,50.6,,Int16,
RBMS_ModTmp_258,515,4112,16,0.1,-40,50.7,,Int16,
RBMS_ModTmp_259,517,4128,16,0.1,-40,50.8,,Int16,
RBMS_ModTmp_260,519,4144,16,0.1,-40,50.9,,Int16,
RBMS_ModTmp_261,521,4160,16,0.1,-40,51,,Int16,
RBMS_ModTmp_262,523,4176,16,0.1,-40,51.1,,Int16,
RBMS_ModTmp_263,525,4192,16,0.1,-40,51.2,,Int16,
RBMS_ModTmp_264,527,4208,16,0.1,-40,51.3,,Int16,
RBMS_ModTmp_265,529,4224,16,0.1,-40,51.4,,Int16,
RBMS_ModTmp_266,531,4240,16,0.1,-40,51.5,,Int16,
RBMS_ModTmp_267,533,4256,16,0.1,-40,51.6,,Int16,
RBMS_ModTmp_268,535,4272,16,0.1,-40,51.7,,Int16,
RBMS_ModTmp_269,537,4288,16,0.1,-40,51.8,,Int16,
RBMS_ModTmp_270,539,4304,16,0.1,-40,51.9,,Int16,
RBMS_ModTmp_271,541,4320,16,0.1,-40,52,,Int16,
RBMS_ModTmp_272,543,4336,16,0.1,-40,52.1,,Int16,
RBMS_ModTmp_273,545,4352,16,0.1,-40,52.2,,Int16,
RBMS_ModTmp_274,547,4368,16,0.1,-40,52.3,,Int16,
RBMS_ModTmp_275,549,4384,16,0.1,-40,52.4,,Int16,
RBMS_ModTmp_276,551,4400,16,0.1,-40,52.5,,Int16,
RBMS_ModTmp_277,553,4416,16,0.1,-40,52.6,,Int16,
RBMS_ModTmp_278,555,4432,16,0.1,-40,52.7,,Int16,
RBMS_ModTmp_279,557,4448,16,0.1,-40,52.8,,Int16,
RBMS_ModTmp_280,559,4464,16,0.1,-40,52.9,,Int16,
RBMS_ModTmp_281,561,4480,16,0.1,-40,53,,Int16,
RBMS_ModTmp_282,563,4496,16,0.1,-40,53.1,,Int16,
RBMS_ModTmp_283,565,4512,16,0.1,-40,53.2,,Int16,
RBMS_ModTmp_284,567,4528,16,0.1,-40,53.3,,Int16,
RBMS_ModTmp_285,569,4544,16,0.1,-40,53.4,,Int16,
RBMS_ModTmp_286,571,4560,16,0.1,-40,53.5,,Int16,
RBMS_ModTmp_287,573,4576,16,0.1,-40,53.6,,Int16,
RBMS_ModTmp_288,575,4592,16,0.1,-40,53.7,,Int16,
RBMS_ModTmp_289,577,4608,16,0.1,-40,53.8,,Int16,
RBMS_ModTmp_290,579,4624,16,0.1,-40,53.9,,Int16,
RBMS_ModTmp_291,581,4640,16,0.1,-40,54,,Int16,
RBMS_ModTmp_292,583,4656,16,0.1,-40,54.1,,Int16,
RBMS_ModTmp_293,585,4672,16,0.1,-40,54.2,,Int16,
RBMS_ModTmp_294,587,4688,16,0.1,-40,54.3,,Int16,
RBMS_ModTmp_295,589,4704,16,0.1,-40,54.4,,Int16,
RBMS_ModTmp_296,591,4720,16,0.1,-40,54.5,,Int16,
RBMS_ModTmp_297,593,4736,16,0.1,-40,54.6,,Int16,
RBMS_ModTmp_298,595,4752,16,0.1,-40,54.7,,Int16,
RBMS_ModTmp_299,597,4768,16,0.1,-40,54.8,,Int16,
RBMS_ModTmp_300,599,4784,16,0.1,-40,54.9,,Int16,
RBMS_ModTmp_301,601,4800,16,0.1,-40,55,,Int16,
RBMS_ModTmp_302,603,4816,16,0.1,-40,55.1,,Int16,
RBMS_ModTmp_303,605,4832,16,0.1,-40,55.2,,Int16,
RBMS_ModTmp_304,607,4848,16,0.1,-40,55.3,,Int16,
RBMS_ModTmp_305,609,4864,16,0.1,-40,55.4,,Int16,
RBMS_ModTmp_306,611,4880,16,0.1,-40,55.5,,Int16,
RBMS_ModTmp_307,613,4896,16,0.1,-40,55.6,,Int16,
RBMS_ModTmp_308,615,4912,16,0.1,-40,55.7,,Int16,
RBMS_ModTmp_309,617,4928,16,0.1,-40,55.8,,Int16,
RBMS_ModTmp_310,619,4944,16,0.1,-40,55.9,,Int16,
RBMS_ModTmp_311,621,4960,16,0.1,-40,56,,Int16,
RBMS_ModTmp_312,623,4976,16,0.1,-40,56.1,,Int16,
RBMS_ModTmp_313,625,4992,16,0.1,-40,56.2,,Int16,
RBMS_ModTmp_314,627,5008,16,0.1,-40,56.3,,Int16,
RBMS_ModTmp_315,629,5024,16,0.1,-40,56.4,,Int16,
RBMS_ModTmp_316,631,5040,16,0.1,-40,56.5,,Int16,
RBMS_ModTmp_317,633,5056,16,0.1,-40,56.6,,Int16,
RBMS_ModTmp_318,635,5072,16,0.1,-40,56.7,,Int16,
RBMS_ModTmp_319,637,5088,16,0.1,-40,56.8,,Int16,
RBMS_ModTmp_320,639,5104,16,0.1,-40,56.9,,Int16,
RBMS_ModTmp_321,641,5120,16,0.1,-40,57,,Int16,
RBMS_ModTmp_322,643,5136,16,0.1,-40,57.1,,Int16,
RBMS_ModTmp_323,645,5152,16,0.1,-40,57.2,,Int16,
RBMS_ModTmp_324,647,5168,16,0.1,-40,57.3,,Int16,
RBMS_ModTmp_325,649,5184,16,0.1,-40,57.4,,Int16,
RBMS_ModTmp_326,651,5200,16,0.1,-40,57.5,,Int16,
RBMS_ModTmp_327,653,5216,16,0.1,-40,57.6,,Int16,
RBMS_ModTmp_328,655,5232,16,0.1,-40,57.7,,Int16,
RBMS_ModTmp_329,657,5248,16,0.1,-40,57.8,,Int16,
RBMS_ModTmp_330,659,5264,16,0.1,-40,57.9,,Int16,
RBMS_ModTmp_331,661,5280,16,0.1,-40,58,,Int16,
RBMS_ModTmp_332,663,5296,16,0.1,-40,58.1,,Int16,
RBMS_ModTmp_333,665,5312,16,0.1,-40,58.2,,Int16,
RBMS_ModTmp_334,667,5328,16,0.1,-40,58.3,,Int16,
RBMS_ModTmp_335,669,5344,16,0.1,-40,58.4,,Int16,
RBMS_ModTmp_336,671,5360,16,0.1,-40,58.5,,Int16,
RBMS_ModTmp_337,673,5376,16,0.1,-40,58.6,,Int16,
RBMS_ModTmp_338,675,5392,16,0.1,-40,58.7,,Int16,
RBMS_ModTmp_339,677,5408,16,0.1,-40,58.8,,Int16,
RBMS_ModTmp_340,679,5424,16,0.1,-40,58.9,,Int16,
RBMS_ModTmp_341,681,5440,16,0.1,-40,59,,Int16,
RBMS_ModTmp_342,683,5456,16,0.1,-40,59.1,,Int16,
RBMS_ModTmp_343,685,5472,16,0.1,-40,59.2,,Int16,
RBMS_ModTmp_344,687,5488,16,0.1,-40,59.3,,Int16,
RBMS_ModTmp_345,689,5504,16,0.1,-40,59.4,,Int16,
RBMS_ModTmp_346,691,5520,16,0.1,-40,59.5,,Int16,
RBMS_ModTmp_347,693,5536,16,0.1,-40,59.6,,Int16,
RBMS_ModTmp_348,695,5552,16,0.1,-40,59.7,,Int16,
RBMS_ModTmp_349,697,5568,16,0.1,-40,59.8,,Int16,
RBMS_ModTmp_350,699,5584,16,0.1,-40,59.9,,Int16,
RBMS_ModTmp_351,701,5600,16,0.1,-40,60,,Int16,
RBMS_ModTmp_352,703,5616,16,0.1,-40,60.1,,Int16,
RBMS_ModTmp_353,705,5632,16,0.1,-40,60.2,,Int16,
RBMS_ModTmp_354,707,5648,16,0.1,-40,60.3,,Int16,
RBMS_ModTmp_355,709,5664,16,0.1,-40,60.4,,Int16,
RBMS_ModTmp_356,711,5680,16,0.1,-40,60.5,,Int16,
RBMS_ModTmp_357,713,5696,16,0.1,-40,60.6,,Int16,
RBMS_ModTmp_358,715,5712,16,0.1,-40,60.7,,Int16,
RBMS_ModTmp_359,717,5728,16,0.1,-40,60.8,,Int16,
RBMS_ModTmp_360,719,5744,16,0.1,-40,60.9,,Int16,
RBMS_ModTmp_361,721,5760,16,0.1,-40,61,,Int16,
RBMS_ModTmp_362,723,5776,16,0.1,-40,61.1,,Int16,
RBMS_ModTmp_363,725,5792,16,0.1,-40,61.2,,Int16,
RBMS_ModTmp_364,727,5808,16,0.1,-40,61.3,,Int16,
RBMS_ModTmp_365,729,5824,16,0.1,-40,61.4,,Int16,
RBMS_ModTmp_366,731,5840,16,0.1,-40,61.5,,Int16,
RBMS_ModTmp_367,733,5856,16,0.1,-40,61.6,,Int16,
RBMS_ModTmp_368,735,5872,16,0.1,-40,61.7,,Int16,
RBMS_ModTmp_369,737,5888,16,0.1,-40,61.8,,Int16,
RBMS_ModTmp_370,739,5904,16,0.1,-40,61.9,,Int16,
RBMS_ModTmp_371,741,5920,16,0.1,-40,62,,Int16,
RBMS_ModTmp_372,743,5936,16,0.1,-40,62.1,,Int16,
